"Name","Ticker","FundId","Firm Name ID","Firm Name","Branding Name ID","Branding Name","Inception 
Date","Listing Date","Obsolete 
Date","Obsolete 
Type","Merged Into 
Security","Merged into 
Security ID","Converted From Date","Converted From Name","Converted From Date","Converted From Name","Investment Type","US Category Group","Morningstar Category","Index 
Fund","Fund of 
Funds","Active Non Transparent","Tax Managed","Advisor","Domicile","Manager Name","Oldest 
Share Class","Ticker of 
Fund's 
Oldest Share Class","Name of 
Fund's 
Oldest Share Class","Subadvised","Subadvisor","Sustainable Investment Overall 
2023-01","Sustainable Investment Overall","Sustainable Investment - Environmental Sector Overall 
2021-05","Sustainable Investment - ESG Fund Overall 
2021-05","Estimated Share Class Net Flow (Yearly) 
Year2019 
USD","Estimated Share Class Net Flow (Yearly) 
Year2020 
USD","Estimated Share Class Net Flow (Yearly) 
Year2021 
USD","Estimated Share Class Net Flow (Yearly) 
Year2022 
USD","Estimated Share Class Net Flow (Yearly) 
Year2023 
USD","Net Assets - share class (Monthly) 
2019-01 
USD","Net Assets - share class (Monthly) 
2019-02 
USD","Net Assets - share class (Monthly) 
2019-03 
USD","Net Assets - share class (Monthly) 
2019-04 
USD","Net Assets - share class (Monthly) 
2019-05 
USD","Net Assets - share class (Monthly) 
2019-06 
USD","Net Assets - share class (Monthly) 
2019-07 
USD","Net Assets - share class (Monthly) 
2019-08 
USD","Net Assets - share class (Monthly) 
2019-09 
USD","Net Assets - share class (Monthly) 
2019-10 
USD","Net Assets - share class (Monthly) 
2019-11 
USD","Net Assets - share class (Monthly) 
2019-12 
USD","Net Assets - share class (Monthly) 
2020-01 
USD","Net Assets - share class (Monthly) 
2020-02 
USD","Net Assets - share class (Monthly) 
2020-03 
USD","Net Assets - share class (Monthly) 
2020-04 
USD","Net Assets - share class (Monthly) 
2020-05 
USD","Net Assets - share class (Monthly) 
2020-06 
USD","Net Assets - share class (Monthly) 
2020-07 
USD","Net Assets - share class (Monthly) 
2020-08 
USD","Net Assets - share class (Monthly) 
2020-09 
USD","Net Assets - share class (Monthly) 
2020-10 
USD","Net Assets - share class (Monthly) 
2020-11 
USD","Net Assets - share class (Monthly) 
2020-12 
USD","Net Assets - share class (Monthly) 
2021-01 
USD","Net Assets - share class (Monthly) 
2021-02 
USD","Net Assets - share class (Monthly) 
2021-03 
USD","Net Assets - share class (Monthly) 
2021-04 
USD","Net Assets - share class (Monthly) 
2021-05 
USD","Net Assets - share class (Monthly) 
2021-06 
USD","Net Assets - share class (Monthly) 
2021-07 
USD","Net Assets - share class (Monthly) 
2021-08 
USD","Net Assets - share class (Monthly) 
2021-09 
USD","Net Assets - share class (Monthly) 
2021-10 
USD","Net Assets - share class (Monthly) 
2021-11 
USD","Net Assets - share class (Monthly) 
2021-12 
USD","Net Assets - share class (Monthly) 
2022-01 
USD","Net Assets - share class (Monthly) 
2022-02 
USD","Net Assets - share class (Monthly) 
2022-03 
USD","Net Assets - share class (Monthly) 
2022-04 
USD","Net Assets - share class (Monthly) 
2022-05 
USD","Net Assets - share class (Monthly) 
2022-06 
USD","Net Assets - share class (Monthly) 
2022-07 
USD","Net Assets - share class (Monthly) 
2022-08 
USD","Net Assets - share class (Monthly) 
2022-09 
USD","Net Assets - share class (Monthly) 
2022-10 
USD","Net Assets - share class (Monthly) 
2022-11 
USD","Net Assets - share class (Monthly) 
2022-12 
USD","Net Assets - share class (Monthly) 
2023-01 
USD","Net Assets - share class (Monthly) 
2023-02 
USD","Net Assets - share class (Monthly) 
2023-03 
USD","Net Assets - share class (Monthly) 
2023-04 
USD","Net Assets - share class (Monthly) 
2023-05 
USD","Net Assets - share class (Monthly) 
2023-06 
USD","Net Assets - share class (Monthly) 
2023-07 
USD","Net Assets - share class (Monthly) 
2023-08 
USD","Net Assets - share class (Monthly) 
2023-09 
USD","Net Assets - share class (Monthly) 
2023-10 
USD","Net Assets - share class (Monthly) 
2023-11 
USD","Net Assets - share class (Monthly) 
2023-12 
USD"
"BlackRock US Government Bond Svc","","FSUSA001ZN","0C000034YC","BlackRock","BN0000088H","BlackRock","1993-07-29","","2021-07-06","Merged","BlackRock Impact Mortgage Inv A","US09260B3583","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","BlackRock Advisors LLC","United States","Matthew Kraeger;Siddharth Mehta;","No","PNIGX","BlackRock Impact Mortgage Instl","Yes","BlackRock International Limited","Yes","Yes","","","7,198,481.74","-8,024,885.01","","","","510,621.00","392,064.00","3,938,486.00","3,944,655.00","4,109,854.00","4,193,549.00","4,099,790.00","8,110,751.00","8,026,642.00","7,980,955.00","7,939,738.00","7,937,374.00","7,962,235.00","8,108,389.00","341,700.00","363,186.00","512,231.00","683,896.00","938,057.00","1,010,329.00","1,116,396.00","860,378.00","570,247.00","276,369.00","179,953.00","178,032.00","176,253.00","187,309.00","196,964.00","196,431.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIG US Government Securities A","","FSUSA000PD","0C00001YTX","AIG","BN00000K13","AIG","1993-10-01","","2021-07-19","Merged","Touchstone Active Bond A","US89154W5022","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","SunAmerica Asset Management, LLC","United States","Timothy Campion;Elizabeth Mauro;","No","SGTBX","SunAmerica US Govt Securities B","No","","No","No","","","-11,991,816.85","-9,918,522.33","","","","128,923,624.00","126,108,628.00","126,927,790.00","123,158,498.00","126,950,706.00","127,590,860.00","126,251,759.00","128,278,340.00","126,493,979.00","126,647,299.00","125,710,213.00","123,310,558.00","125,416,932.00","127,108,609.00","126,660,993.00","123,754,238.00","123,678,551.00","125,318,899.00","125,714,464.00","125,321,508.00","125,079,982.00","126,477,081.00","122,467,700.00","120,545,525.00","117,270,924.00","113,856,581.00","108,621,043.00","111,598,306.00","109,678,653.00","109,179,343.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Virtus Seix US Mortgage I","","FSUSA00222","0C00001YUH","Virtus","BN00000CHC","Virtus","1994-06-06","","2022-12-16","Liquidated","","","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","Virtus Fund Advisers, LLC","United States","Perry Troisi;Michael Rieger;","Yes","","Virtus Seix US Mortgage I","Yes","Virtus Fixed Income Advisers, LLC","No","No","","","-4,166,643.93","-4,699,772.46","-6,277,255.64","-3,159,897.46","","16,937,681.00","16,777,655.00","15,070,477.00","14,716,223.00","15,249,393.00","15,652,542.00","15,606,252.00","14,903,853.00","15,081,119.00","15,109,420.00","15,116,426.00","14,409,310.00","10,707,138.00","10,734,638.00","10,507,286.00","14,290,633.00","13,470,496.00","12,902,998.00","11,317,223.00","10,961,689.00","10,504,487.00","10,459,338.00","10,207,605.00","9,968,027.00","9,631,870.00","8,407,504.00","8,174,446.00","7,869,900.00","7,238,313.00","5,663,884.00","5,499,482.00","5,444,369.00","5,428,669.00","5,314,630.00","3,876,559.00","3,515,124.00","3,316,486.00","3,225,386.00","3,016,295.00","2,913,029.00","2,292,634.00","1,978,219.00","2,051,860.00","1,992,862.00","1,886,146.00","1,892,709.00","1,869,636.00","","","","","","","","","","","","",""
"PNC Government Mortgage I","","FSUSA001XB","0C000022ZD","PNC Funds","BN000009NU","PNC","1992-11-12","","2018-10-19","Liquidated","","","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","PNC Capital Advisors LLC","United States","","Yes","","PNC Government Mortgage I","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PNC Government Mortgage A","","FSUSA001XB","0C000022ZD","PNC Funds","BN000009NU","PNC","1992-11-12","","2018-10-19","Liquidated","","","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","PNC Capital Advisors LLC","United States","","No","","PNC Government Mortgage I","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Virtus Seix US Mortgage A","","FSUSA00222","0C00001YUH","Virtus","BN00000CHC","Virtus","1994-07-18","","2022-12-16","Liquidated","","","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","Virtus Fund Advisers, LLC","United States","Perry Troisi;Michael Rieger;","No","","Virtus Seix US Mortgage I","Yes","Virtus Fixed Income Advisers, LLC","No","No","","","2,631,284.53","-409,096.46","-2,594,074.36","-3,221,367.53","","6,115,463.00","6,073,867.00","6,189,609.00","6,182,868.00","6,257,095.00","6,234,614.00","6,665,590.00","6,733,736.00","6,761,568.00","6,640,836.00","6,621,245.00","6,652,208.00","6,748,006.00","6,883,804.00","7,120,790.00","7,059,054.00","6,962,344.00","6,971,828.00","6,945,588.00","6,840,739.00","6,860,080.00","6,866,739.00","6,388,552.00","6,391,666.00","6,241,286.00","6,182,473.00","6,106,341.00","5,995,473.00","5,962,125.00","5,117,472.00","5,159,823.00","4,199,330.00","4,116,938.00","4,009,093.00","3,811,926.00","3,658,312.00","3,626,714.00","3,526,442.00","3,390,119.00","3,283,560.00","3,198,163.00","2,953,972.00","3,025,429.00","2,923,880.00","2,759,005.00","2,649,394.00","2,607,512.00","","","","","","","","","","","","",""
"PGIM Government Income B","","FSUSA00236","0C00001YZ4","PGIM Investments","BN00000JRF","PGIM","1985-04-22","","2020-06-26","Merged","PGIM Government Income A","US74439V1070","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","PGIM Investments LLC","United States","Robert Tipp;Craig Dewling;Gary Wu;Mick Meyler;Scott Donnelly;","No","PGVAX","PGIM Government Income A","Yes","PGIM Fixed Income","No","No","","","-530,681.77","","","","","792,800.00","741,245.00","604,973.00","579,792.00","565,446.00","534,028.00","481,070.00","449,596.00","380,233.00","354,627.00","330,986.00","281,206.00","261,284.00","273,374.00","324,675.00","291,224.00","254,150.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Putnam American Government Income A","","FSUSA0023C","0C00002K0D","Putnam","BN000009SN","Putnam","1985-03-01","","2018-04-20","Merged","Putnam Mortgage Securities A","US7468851024","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","Putnam Investment Management, LLC","United States","Michael V. Salm;Jatin Misra;","Yes","","Putnam American Government Income A","Yes","Putnam Investments Limited","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Federated Hermes Fund for US Govt Secs B","","FSUSA0011K","0C00001YQZ","Federated","BN00000P7N","Federated Hermes","1994-07-26","","2023-02-03","Merged","Federated Hermes Fund for US Govt Secs A","US31420C7048","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","Federated Investment Management Company","United States","Todd A. Abraham;Liam C. O'Connell;","No","FUSGX","Federated Hermes Fund for US Govt Secs A","No","","No","No","","","-372,826.18","-812,224.19","-379,788.47","-164,678.87","","1,634,463.00","1,625,625.00","1,689,049.00","1,637,323.00","1,618,293.00","1,618,116.00","1,583,095.00","1,557,752.00","1,538,381.00","1,505,605.00","1,452,597.00","1,399,099.00","1,391,239.00","1,272,380.00","1,308,664.00","1,061,040.00","842,710.00","822,987.00","768,902.00","708,386.00","643,781.00","629,690.00","626,236.00","625,635.00","572,134.00","508,412.00","501,530.00","502,507.00","441,294.00","345,637.00","315,062.00","314,133.00","243,674.00","242,235.00","236,678.00","232,563.00","209,995.00","207,758.00","201,895.00","195,328.00","171,859.00","103,507.00","101,509.00","86,610.00","81,995.00","80,272.00","45,288.00","44,924.00","44,369.00","","","","","","","","","","",""
"AMG Managers Amundi Intermediate Gov N","","FSUSA002FN","0C00001IZC","AMG Funds","BN00000GDQ","AMG","1992-03-31","","2019-11-18","Liquidated","","","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","AMG Funds LLC","United States","","Yes","","AMG Managers Amundi Intermediate Gov N","Yes","Amundi Pioneer Institutional Asset Management, Inc.","No","No","","","","","","","","70,914,739.00","68,821,522.00","67,647,576.00","66,641,953.00","65,245,546.00","63,726,272.00","62,581,362.00","61,551,073.00","57,064,317.00","52,368,544.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eaton Vance Government Opportunities B","","FSUSA000NA","0C00001YQS","Eaton Vance","BN000008MS","Eaton Vance","1993-11-01","","2019-08-15","Merged","Eaton Vance Government Opportunities A","US2779111036","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","Boston Management and Research","United States","Andrew Szczurowski;Alexander Payne;","No","EVGOX","Eaton Vance Government Opportunities A","No","","No","No","","","","","","","","369,950.00","355,617.00","303,091.00","284,987.00","211,468.00","207,696.00","189,509.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Virtus Seix US Mortgage C","","FSUSA00222","0C00001YUH","Virtus","BN00000CHC","Virtus","1995-06-07","","2022-12-16","Liquidated","","","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","Virtus Fund Advisers, LLC","United States","Perry Troisi;Michael Rieger;","No","","Virtus Seix US Mortgage I","Yes","Virtus Fixed Income Advisers, LLC","No","No","","","-2,830,769.82","110,763.94","-344,673.50","-131,350.41","","760,757.00","757,199.00","750,078.00","751,814.00","755,880.00","684,233.00","374,765.00","375,729.00","375,745.00","394,712.00","389,674.00","382,987.00","382,247.00","359,442.00","498,535.00","582,164.00","569,091.00","564,270.00","557,072.00","553,863.00","589,484.00","567,607.00","536,584.00","498,756.00","499,928.00","474,206.00","306,814.00","316,268.00","305,363.00","268,238.00","127,285.00","164,087.00","140,768.00","149,485.00","148,875.00","145,638.00","115,161.00","113,970.00","115,577.00","111,893.00","91,744.00","88,413.00","92,953.00","87,765.00","80,372.00","77,246.00","99,071.00","","","","","","","","","","","","",""
"Invesco Quality Income B","","FSUSA002R8","0C00006B4V","Invesco","BN0000094U","Invesco","1992-08-24","","2018-01-26","Merged","Invesco Quality Income A","US00888W6194","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","Invesco Advisers, Inc.","United States","Brian P. Norris;Clint Dudley;David Lyle;","No","VKMGX","Invesco Quality Income A","No","","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Wright Current Income","","FSUSA002T3","0C00001YUS","Wright","BN00000ADQ","Wright","1987-04-15","","2018-05-01","Liquidated","","","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","Wright Investors' Service Inc","United States","","Yes","","Wright Current Income","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIG US Government Securities C","","FSUSA000PD","0C00001YTX","AIG","BN00000K13","AIG","1999-06-01","","2021-07-19","Merged","Touchstone Active Bond C","US89154W6012","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","SunAmerica Asset Management, LLC","United States","Timothy Campion;Elizabeth Mauro;","No","SGTBX","SunAmerica US Govt Securities B","No","","No","No","","","-1,120,912.06","2,493,765.85","","","","8,033,686.00","7,633,500.00","7,500,962.00","7,500,974.00","7,495,859.00","7,338,148.00","7,238,400.00","7,527,951.00","7,193,591.00","6,909,609.00","6,975,117.00","7,130,698.00","6,418,491.00","7,028,924.00","11,621,073.00","12,991,607.00","12,808,211.00","13,495,380.00","13,369,727.00","12,272,329.00","11,728,441.00","10,247,980.00","10,010,250.00","9,888,241.00","9,198,735.00","8,099,465.00","7,409,476.00","6,622,810.00","6,445,069.00","6,398,680.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BlackRock GNMA Svc","","FSUSA003T0","0C000034YC","BlackRock","BN0000088H","BlackRock","1998-05-18","","2021-07-06","Merged","BlackRock GNMA Inv A","US09260B7212","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","BlackRock Advisors LLC","United States","Matthew Kraeger;Siddharth Mehta;","No","BGPCX","BlackRock GNMA Inv C","No","","No","No","","","-2,377,297.99","-2,736,371.69","","","","7,208,532.00","7,255,589.00","7,260,681.00","7,334,673.00","7,409,782.00","6,850,093.00","6,774,021.00","6,771,267.00","6,631,015.00","6,627,794.00","6,407,416.00","5,556,714.00","5,232,570.00","5,709,188.00","5,013,771.00","4,943,426.00","5,023,653.00","5,040,521.00","4,213,947.00","4,181,727.00","4,158,454.00","3,783,437.00","3,144,924.00","2,995,391.00","2,966,832.00","3,094,554.00","3,077,125.00","3,023,629.00","3,047,823.00","3,001,410.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Federated Government Income Secs B","","FSUSA000SP","0C00001YQZ","Federated","BN00000P7N","Federated Hermes","1996-08-05","","2018-02-02","Merged","Federated Hermes Government Inc Secs A","US3139122069","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","Federated Investment Management Company","United States","Todd A. Abraham;Liam C. O'Connell;","No","","Federated Hermes Government Inc Secs F","No","","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PNC Government Mortgage C","","FSUSA001XB","0C000022ZD","PNC Funds","BN000009NU","PNC","2000-06-21","","2018-10-19","Liquidated","","","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","PNC Capital Advisors LLC","United States","","No","","PNC Government Mortgage I","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Federated Hermes Government Inc Secs A","","FSUSA000SP","0C00001YQZ","Federated","BN00000P7N","Federated Hermes","1996-08-05","","2024-02-23","Merged","Federated Hermes Government Income Svc","US3141992095","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","Federated Investment Management Company","United States","Todd A. Abraham;Liam C. O'Connell;","No","","Federated Hermes Government Inc Secs F","No","","No","No","","","908,214.89","-6,727,920.28","-2,322,130.50","-4,344,692.53","-4,538,682.01","29,448,487.00","28,826,770.00","28,713,167.00","28,252,166.00","28,454,664.00","28,368,521.00","26,554,671.00","26,764,168.00","26,499,406.00","26,140,067.00","32,930,678.00","32,861,842.00","38,138,540.00","40,862,051.00","27,479,300.00","27,992,251.00","28,584,511.00","28,362,814.00","28,491,847.00","27,783,434.00","27,957,664.00","27,687,756.00","28,043,589.00","27,886,875.00","27,616,629.00","27,454,952.00","26,896,587.00","26,742,381.00","26,615,604.00","26,541,525.00","25,772,728.00","25,729,732.00","25,348,804.00","25,183,758.00","25,279,438.00","24,822,107.00","24,579,207.00","23,384,790.00","22,609,781.00","21,428,808.00","21,054,230.00","20,684,005.00","21,054,375.00","19,796,523.00","18,501,082.00","17,568,779.00","17,668,944.00","17,337,746.00","17,585,104.00","17,249,717.00","14,916,316.00","15,067,667.00","14,798,144.00","14,673,574.00","14,495,694.00","14,268,299.00","13,622,424.00","13,012,957.00","13,235,246.00","13,257,448.00"
"Federated Hermes Government Inc Secs C","","FSUSA000SP","0C00001YQZ","Federated","BN00000P7N","Federated Hermes","1996-08-05","","2024-02-23","Merged","Federated Hermes Government Income Svc","US3141992095","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","Federated Investment Management Company","United States","Todd A. Abraham;Liam C. O'Connell;","No","","Federated Hermes Government Inc Secs F","No","","No","No","","","2,148,246.07","8,213,115.02","-16,795,361.01","-6,683.00","-1,395,360.01","9,570,311.00","9,389,725.00","9,299,174.00","9,542,176.00","9,753,573.00","10,384,887.00","10,578,841.00","10,724,562.00","11,747,812.00","12,127,755.00","12,282,934.00","12,317,091.00","12,283,908.00","12,580,011.00","10,679,804.00","12,590,804.00","18,394,786.00","22,615,841.00","22,728,191.00","22,954,491.00","23,006,433.00","22,677,219.00","21,967,601.00","21,020,905.00","18,316,575.00","15,835,941.00","4,196,648.00","4,144,114.00","4,981,344.00","4,731,858.00","4,668,732.00","4,538,207.00","4,397,248.00","3,914,321.00","3,775,882.00","3,739,237.00","3,457,520.00","4,996,684.00","4,896,629.00","3,878,473.00","5,119,779.00","4,659,732.00","4,740,334.00","4,521,866.00","3,367,047.00","3,140,907.00","3,178,886.00","3,044,075.00","3,045,850.00","2,896,663.00","2,898,669.00","2,828,679.00","2,532,241.00","2,210,361.00","1,865,529.00","1,838,269.00","1,757,718.00","1,541,676.00","1,622,801.00","1,692,811.00"
"Putnam American Government Income C","","FSUSA0023C","0C00002K0D","Putnam","BN000009SN","Putnam","1999-07-26","","2018-04-20","Merged","Putnam Mortgage Securities C","US7468853004","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","Putnam Investment Management, LLC","United States","Michael V. Salm;Jatin Misra;","No","","Putnam American Government Income A","Yes","Putnam Investments Limited","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PIMCO GNMA D","","FSUSA004EP","0C00004ALK","PIMCO","BN000009NK","PIMCO","2001-05-31","","2018-03-23","Merged","PIMCO GNMA and Government Secs A","US6933914763","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","Pacific Investment Management Company, LLC","United States","Daniel Herbert Hyman;Michael Cudzil;Munish Gupta;","No","PDMIX","PIMCO GNMA and Government Secs Instl","No","","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Putnam American Government Income Y","","FSUSA0023C","0C00002K0D","Putnam","BN000009SN","Putnam","2001-07-02","","2018-04-20","Merged","Putnam Mortgage Securities Y","US7468854093","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","Putnam Investment Management, LLC","United States","Michael V. Salm;Jatin Misra;","No","","Putnam American Government Income A","Yes","Putnam Investments Limited","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hartford US Government Secs HLS IB","","FSUSA00FXA","0C00001YUY","Hartford Mutual Funds","BN00000J6S","Hartford Funds","2002-05-01","","2020-09-25","Merged","Hartford Ultrashort Bond HLS IB","US4165287438","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","Hartford Funds Management Company, LLC","United States","","No","","Hartford US Government Secs HLS IA","Yes","Wellington Management Company LLP","No","No","","","-6,793,842.22","","","","","57,773,934.00","57,068,801.00","57,118,757.00","57,730,807.00","58,098,866.00","57,547,465.00","57,330,838.00","58,429,263.00","57,877,924.00","57,222,534.00","56,085,523.00","55,527,675.00","56,845,936.00","57,538,331.00","59,145,933.00","55,974,641.00","55,445,397.00","55,329,323.00","57,316,975.00","56,794,424.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Putnam American Government Income R","","FSUSA0023C","0C00002K0D","Putnam","BN000009SN","Putnam","2003-04-01","","2018-04-20","Merged","Putnam Mortgage Securities R","US7468856072","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","Putnam Investment Management, LLC","United States","Michael V. Salm;Jatin Misra;","No","","Putnam American Government Income A","Yes","Putnam Investments Limited","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Schwab GNMA","","FSUSA00K4A","0C00001YTL","Schwab Funds","BN000008ES","Charles Schwab","2003-03-03","","2018-11-15","Liquidated","","","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","Charles Schwab Investment Management Inc","United States","","Yes","","Schwab GNMA","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Principal Government & High Qual Bd C","","FSUSA007NH","0C00001Z52","Principal Funds","BN000009RO","Principal","2002-03-01","","2022-05-06","Merged","Principal Government & High Qual Bd A","US74254V3722","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","Principal Global Investors LLC","United States","Bryan C. Davis;Zach Gassmann;","No","CMPGX","Principal Government & High Qual Bd A","No","","No","No","","","-7,081,500.80","-2,556,212.68","-13,864,157.17","","","33,549,622.00","33,013,655.00","32,482,245.00","31,642,338.00","31,947,050.00","31,823,475.00","31,405,246.00","32,279,284.00","31,802,428.00","31,838,641.00","31,796,247.00","30,990,196.00","30,605,920.00","30,545,091.00","32,787,694.00","33,164,759.00","33,111,820.00","32,562,661.00","32,337,862.00","31,331,533.00","30,762,130.00","30,284,004.00","29,874,400.00","28,964,636.00","28,185,050.00","26,891,892.00","25,950,539.00","21,315,467.00","18,243,402.00","17,676,450.00","17,109,618.00","16,803,681.00","16,425,425.00","15,652,469.00","14,972,876.00","14,558,265.00","13,876,450.00","13,667,864.00","12,707,459.00","11,918,416.00","","","","","","","","","","","","","","","","","","","",""
"Hartford US Government Secs HLS IA","","FSUSA00FXA","0C00001YUY","Hartford Mutual Funds","BN00000J6S","Hartford Funds","1987-03-24","","2020-09-25","Merged","Hartford Ultrashort Bond HLS IA","US4165288261","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","No","No","No","","Hartford Funds Management Company, LLC","United States","","Yes","","Hartford US Government Secs HLS IA","Yes","Wellington Management Company LLP","No","No","","","-34,524,889.67","","","","","276,954,447.00","275,361,460.00","274,042,807.00","277,613,315.00","278,824,148.00","277,613,185.00","273,515,310.00","277,633,660.00","274,654,438.00","271,382,975.00","268,813,468.00","265,940,041.00","273,894,500.00","287,030,340.00","292,887,004.00","280,619,355.00","280,043,332.00","277,174,748.00","286,801,012.00","285,933,050.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fidelity® Intermediate Trs Bd Idx Prem","","FSUSA06IQS","0C00001YR0","Fidelity Investments","BN000008QX","Fidelity","2005-12-20","","2018-11-02","Merged","Fidelity Interm Trs Bd Index","US31635V2575","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","Yes","No","No","","Fidelity Management & Research Company LLC","United States","Brandon C Bettencourt;Richard Munclinger;","No","FUAMX","Fidelity Interm Trs Bd Index","Yes","FMR Investment Management (U.K.) Limited;Fidelity Management & Research (Japan) Limited;Fidelity Management & Research (HK) Ltd;","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fidelity® Intermediate Trs Bd Idx Inv","","FSUSA06IQS","0C00001YR0","Fidelity Investments","BN000008QX","Fidelity","2005-12-20","","2018-11-02","Merged","Fidelity Interm Trs Bd Index","US31635V2575","","","","","Open-End Fund","Taxable Bond","US Fund Intermediate Government","Yes","No","No","","Fidelity Management & Research Company LLC","United States","Brandon C Bettencourt;Richard Munclinger;","No","FUAMX","Fidelity Interm Trs Bd Index","Yes","FMR Investment Management (U.K.) Limited;Fidelity Management & Research (Japan) Limited;Fidelity Management & Research (HK) Ltd;","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
